CODE	UZ	RU	EN
107-0120	Turkqoʻrgʻon MFY	Turkqoʻrgʻon MFY	Turkqoʻrgʻon MFY
107-0129	Xiyobontepa MFY	Xiyobontepa MFY	Xiyobontepa MFY
107-0128	Hasanboy MFY	Hasanboy MFY	Hasanboy MFY
107-0112	Bogʻiboʻston MFY	Bogʻiboʻston MFY	Bogʻiboʻston MFY
107-0125	Usta Shirin MFY	Usta Shirin MFY	Usta Shirin MFY
107-0132	Shoshtepa MFY	Shoshtepa MFY	Shoshtepa MFY
107-0124	Halqabogʻ MFY	Halqabogʻ MFY	Halqabogʻ MFY
107-0106	Mirzo Ulugʻbek MFY	Mirzo Ulugʻbek MFY	Mirzo Ulugʻbek MFY
107-0126	Uchqahramon MFY	Uchqahramon MFY	Uchqahramon MFY
107-0138	Yunusota MFY	Yunusota MFY	Yunusota MFY
11160021	Yangi O'zbekiston MFY	Yangi O'zbekiston MFY	Yangi O'zbekiston MFY
11160009	G'urum MFY	G'urum MFY	G'urum MFY
11160025	Ko'kterak MFY	Ko'kterak MFY	Ko'kterak MFY
11160028	Mustaqillik MFY	Mustaqillik MFY	Mustaqillik MFY
11160011	Gulzor MFY	Gulzor MFY	Gulzor MFY
11160027	Maydon MFY	Maydon MFY	Maydon MFY
11160030	Navroʻz-1 MFY	Navroʻz-1 MFY	Navroʻz-1 MFY
11160023	Qorabogʻ MFY	Qorabogʻ MFY	Qorabogʻ MFY
11160042	Samarchugʻ MFY	Samarchugʻ MFY	Samarchugʻ MFY
11160043	Sogʻlom MFY	Sogʻlom MFY	Sogʻlom MFY
11160015	Yoshlik MFY	Yoshlik MFY	Yoshlik MFY
11160013	Dorilfunun MFY	Dorilfunun MFY	Dorilfunun MFY
11160018	Istiqbol MFY	Istiqbol MFY	Istiqbol MFY
11160035	Nurchi MFY	Nurchi MFY	Nurchi MFY
11160005	Bogʻi Surx MFY	Bogʻi Surx MFY	Bogʻi Surx MFY
11160051	Chаtqol MFY	Chаtqol MFY	Chаtqol MFY
11160054	Yangihayot MFY	Yangihayot MFY	Yangihayot MFY
11160022	Kimyogar MFY	Kimyogar MFY	Kimyogar MFY
11160010	Gulbogʻ MFY	Gulbogʻ MFY	Gulbogʻ MFY
11160036	Obliq MFY	Obliq MFY	Obliq MFY
11160014	Doʻstlik MFY	Doʻstlik MFY	Doʻstlik MFY
11160048	Xakkarman-Yangi Jigariston MFY	Xakkarman-Yangi Jigariston MFY	Xakkarman-Yangi Jigariston MFY
11160038	Ozodlik MFY	Ozodlik MFY	Ozodlik MFY
11160032	Nishbosh MFY	Nishbosh MFY	Nishbosh MFY
11160026	Lashkerak MFY	Lashkerak MFY	Lashkerak MFY
11160040	Oppartak MFY	Oppartak MFY	Oppartak MFY
11160017	Zarbuloq MFY	Zarbuloq MFY	Zarbuloq MFY
11160031	Namuna MFY	Namuna MFY	Namuna MFY
11160029	Navbahor MFY	Navbahor MFY	Navbahor MFY
11160056	Yangiobod MFY	Yangiobod MFY	Yangiobod MFY
11160046	Ulugʻbek MFY	Ulugʻbek MFY	Ulugʻbek MFY
11160037	Obod MFY	Obod MFY	Obod MFY
11160002	Beruniy MFY	Beruniy MFY	Beruniy MFY
11160016	Jigariston MFY	Jigariston MFY	Jigariston MFY
11160050	Chinniobod MFY	Chinniobod MFY	Chinniobod MFY
11160001	8-mart MFY	8-mart MFY	8-mart MFY
11160020	Karvon MFY	Karvon MFY	Karvon MFY
11160044	Taraqqiyot MFY	Taraqqiyot MFY	Taraqqiyot MFY
11160019	Istiqlol MFY	Istiqlol MFY	Istiqlol MFY
11160012	Goʻzal MFY	Goʻzal MFY	Goʻzal MFY
11160004	Bobotog' MFY	Bobotog' MFY	Bobotog' MFY
11160006	Bo'ston MFY	Bo'ston MFY	Bo'ston MFY
11160008	Gʻafur Gʻulom MFY	Gʻafur Gʻulom MFY	Gʻafur Gʻulom MFY
11160052	Yangi Bog'i Surx MFY	Yangi Bog'i Surx MFY	Yangi Bog'i Surx MFY
11160053	Yangi Gushsoy MFY	Yangi Gushsoy MFY	Yangi Gushsoy MFY
11160007	Geolog MFY	Geolog MFY	Geolog MFY
16120038	Kelajak tongi MFY	Kelajak tongi MFY	Kelajak tongi MFY
11170033	Hamid Olimjon MFY	Hamid Olimjon MFY	Hamid Olimjon MFY
11170032	Farhod MFY	Farhod MFY	Farhod MFY
11170021	Nurliyoʻl MFY	Nurliyoʻl MFY	Nurliyoʻl MFY
11170009	Bunyodkor MFY	Bunyodkor MFY	Bunyodkor MFY
11170012	Jomiy MFY	Jomiy MFY	Jomiy MFY
11170010	Doʻstlik MFY	Doʻstlik MFY	Doʻstlik MFY
11170011	Yoshlik MFY	Yoshlik MFY	Yoshlik MFY
11170023	Paxtakor MFY	Paxtakor MFY	Paxtakor MFY
11170030	Oʻzbekiston MFY	Oʻzbekiston MFY	Oʻzbekiston MFY
11170017	Metallurg MFY	Metallurg MFY	Metallurg MFY
11170036	Yangihayot MFY	Yangihayot MFY	Yangihayot MFY
11170018	Muqimiy MFY	Muqimiy MFY	Muqimiy MFY
11170015	Madaniyat MFY	Madaniyat MFY	Madaniyat MFY
11170005	Birdamlik MFY	Birdamlik MFY	Birdamlik MFY
11170016	Maʼrifat MFY	Maʼrifat MFY	Maʼrifat MFY
11170026	Sirdaryo MFY	Sirdaryo MFY	Sirdaryo MFY
11170019	Mustaqillik MFY	Mustaqillik MFY	Mustaqillik MFY
11170025	Samarqand MFY	Samarqand MFY	Samarqand MFY
11170029	Turkiston MFY	Turkiston MFY	Turkiston MFY
11170027	Taraqqiyot MFY	Taraqqiyot MFY	Taraqqiyot MFY
11170003	Andijon MFY	Andijon MFY	Andijon MFY
11170007	Bogʻishamol MFY	Bogʻishamol MFY	Bogʻishamol MFY
11170031	Fargʻona MFY	Fargʻona MFY	Fargʻona MFY
11170035	Shirin MFY	Shirin MFY	Shirin MFY
11170006	Bobur MFY	Bobur MFY	Bobur MFY
11170013	Istiqlol MFY	Istiqlol MFY	Istiqlol MFY
11170034	Sementchi MFY	Sementchi MFY	Sementchi MFY
11170020	Navroʻz MFY	Navroʻz MFY	Navroʻz MFY
11170002	Al-Xorazmiy MFY	Al-Xorazmiy MFY	Al-Xorazmiy MFY
11170028	Tinchlik MFY	Tinchlik MFY	Tinchlik MFY
11170001	Alisher Navoiy MFY	Alisher Navoiy MFY	Alisher Navoiy MFY
11170008	Buloqariq MFY	Buloqariq MFY	Buloqariq MFY
11170022	Obodturmush MFY	Obodturmush MFY	Obodturmush MFY
11170014	Qosimota Farmonov MFY	Qosimota Farmonov MFY	Qosimota Farmonov MFY
11170024	Sayxun MFY	Sayxun MFY	Sayxun MFY
11010044	Farhod MFY	Farhod MFY	Farhod MFY
11010031	Oltinvodiy MFY	Oltinvodiy MFY	Oltinvodiy MFY
11010030	Oqtepa MFY	Oqtepa MFY	Oqtepa MFY
11010021	Qoraqoʻyli MFY	Qoraqoʻyli MFY	Qoraqoʻyli MFY
11010051	Yangihayot MFY	Yangihayot MFY	Yangihayot MFY
11010003	Birdamlik MFY	Birdamlik MFY	Birdamlik MFY
11010011	Dehqonobod MFY	Dehqonobod MFY	Dehqonobod MFY
11010014	Yoshlik-2 MFY	Yoshlik-2 MFY	Yoshlik-2 MFY
11010018	Istiqlol MFY	Istiqlol MFY	Istiqlol MFY
11010020	Qolgʻonsir MFY	Qolgʻonsir MFY	Qolgʻonsir MFY
11010034	Paxtakor MFY	Paxtakor MFY	Paxtakor MFY
11010035	Savrak MFY	Savrak MFY	Savrak MFY
11010004	Bobur Mirzo MFY	Bobur Mirzo MFY	Bobur Mirzo MFY
11010005	Bogʻishamol MFY	Bogʻishamol MFY	Bogʻishamol MFY
11010006	Bunyodkor MFY	Bunyodkor MFY	Bunyodkor MFY
11010009	Guliston MFY	Guliston MFY	Guliston MFY
11010010	Dalvarzin MFY	Dalvarzin MFY	Dalvarzin MFY
11010015	Ziyoli MFY	Ziyoli MFY	Ziyoli MFY
11010023	Qushchi MFY	Qushchi MFY	Qushchi MFY
11010027	Mustaqillik MFY	Mustaqillik MFY	Mustaqillik MFY
11010032	Parchayuz MFY	Parchayuz MFY	Parchayuz MFY
11010041	Oʻzbekobod MFY	Oʻzbekobod MFY	Oʻzbekobod MFY
11010046	Xonobod MFY	Xonobod MFY	Xonobod MFY
11010049	Yangibozor MFY	Yangibozor MFY	Yangibozor MFY
11010001	Achamayli MFY	Achamayli MFY	Achamayli MFY
11010008	Gulzor MFY	Gulzor MFY	Gulzor MFY
11010012	Doʻstlik MFY	Doʻstlik MFY	Doʻstlik MFY
11010013	Yoshlik MFY	Yoshlik MFY	Yoshlik MFY
11010016	Ilgʻor MFY	Ilgʻor MFY	Ilgʻor MFY
11010017	Istiqbol MFY	Istiqbol MFY	Istiqbol MFY
11010019	Isfara MFY	Isfara MFY	Isfara MFY
11010024	Qoʻqoni MFY	Qoʻqoni MFY	Qoʻqoni MFY
11010025	Qoʻrgʻon MFY	Qoʻrgʻon MFY	Qoʻrgʻon MFY
11010022	Qushtamgʻali MFY	Qushtamgʻali MFY	Qushtamgʻali MFY
11010026	Mallaboy MFY	Mallaboy MFY	Mallaboy MFY
11010028	Nazarboy MFY	Nazarboy MFY	Nazarboy MFY
11010029	Nayman MFY	Nayman MFY	Nayman MFY
11010037	Taqachi MFY	Taqachi MFY	Taqachi MFY
11010038	Terakzor MFY	Terakzor MFY	Terakzor MFY
11010040	Oʻzbekiston MFY	Oʻzbekiston MFY	Oʻzbekiston MFY
11010042	Oʻrikzor MFY	Oʻrikzor MFY	Oʻrikzor MFY
11010043	Uyas MFY	Uyas MFY	Uyas MFY
11010047	Xos MFY	Xos MFY	Xos MFY
11010048	Shova MFY	Shova MFY	Shova MFY
11010002	Beshyuz MFY	Beshyuz MFY	Beshyuz MFY
11010007	Boʻston MFY	Boʻston MFY	Boʻston MFY
11010036	Saryuz MFY	Saryuz MFY	Saryuz MFY
11010039	Turon MFY	Turon MFY	Turon MFY
11010033	Pastki Kerayit MFY	Pastki Kerayit MFY	Pastki Kerayit MFY
11010045	Hamza MFY	Hamza MFY	Hamza MFY
11010050	Yangiovul MFY	Yangiovul MFY	Yangiovul MFY
11020017	Qoraquduq MFY	Qoraquduq MFY	Qoraquduq MFY
11020020	Quldiroq MFY	Quldiroq MFY	Quldiroq MFY
11020002	Achamayli-Fayz baraka MFY	Achamayli-Fayz baraka MFY	Achamayli-Fayz baraka MFY
11020034	Oʻrtatepa MFY	Oʻrtatepa MFY	Oʻrtatepa MFY
11020032	Samarqand MFY	Samarqand MFY	Samarqand MFY
11020008	Guliston MFY	Guliston MFY	Guliston MFY
11020010	Doʻstlik MFY	Doʻstlik MFY	Doʻstlik MFY
11020023	Madaniyat MFY	Madaniyat MFY	Madaniyat MFY
11020026	Navroʻz MFY	Navroʻz MFY	Navroʻz MFY
11020033	Toshloq MFY	Toshloq MFY	Toshloq MFY
11020035	Oʻzbek MFY	Oʻzbek MFY	Oʻzbek MFY
11020006	Bunyodkor MFY	Bunyodkor MFY	Bunyodkor MFY
11020011	Jagalbayli MFY	Jagalbayli MFY	Jagalbayli MFY
11020037	Chavlisoy MFY	Chavlisoy MFY	Chavlisoy MFY
11020029	Parkent MFY	Parkent MFY	Parkent MFY
11020024	Moytepa MFY	Moytepa MFY	Moytepa MFY
11020028	Oltish MFY	Oltish MFY	Oltish MFY
11020016	Kiyikchi MFY	Kiyikchi MFY	Kiyikchi MFY
11020021	Qoʻldoshtepa MFY	Qoʻldoshtepa MFY	Qoʻldoshtepa MFY
11020031	Ramodon MFY	Ramodon MFY	Ramodon MFY
11020019	Koʻchkorsoʻygan MFY	Koʻchkorsoʻygan MFY	Koʻchkorsoʻygan MFY
11020042	Yangiobod MFY	Yangiobod MFY	Yangiobod MFY
11020025	Mirzabek MFY	Mirzabek MFY	Mirzabek MFY
11020040	Yangibogʻ MFY	Yangibogʻ MFY	Yangibogʻ MFY
11020041	Yangiqoʻrgon MFY	Yangiqoʻrgon MFY	Yangiqoʻrgon MFY
11020030	Rovot MFY	Rovot MFY	Rovot MFY
11020015	Katta Rovot MFY	Katta Rovot MFY	Katta Rovot MFY
11020004	Beshkapa MFY	Beshkapa MFY	Beshkapa MFY
11020009	Dashtobod MFY	Dashtobod MFY	Dashtobod MFY
11020013	Ibrat MFY	Ibrat MFY	Ibrat MFY
11020001	Achamayli MFY	Achamayli MFY	Achamayli MFY
11020014	Istiqlol MFY	Istiqlol MFY	Istiqlol MFY
11020007	Boʻston MFY	Boʻston MFY	Boʻston MFY
11020038	Choʻlobod MFY	Choʻlobod MFY	Choʻlobod MFY
11020022	Koʻkorol MFY	Koʻkorol MFY	Koʻkorol MFY
11020012	Joʻraobod MFY	Joʻraobod MFY	Joʻraobod MFY
11020043	Shodlik MFY	Shodlik MFY	Shodlik MFY
11020044	Ezgulik MFY	Ezgulik MFY	Ezgulik MFY
11020005	Bo'ka MFY	Bo'ka MFY	Bo'ka MFY
11020018	Qoraqo'yli MFY	Qoraqo'yli MFY	Qoraqo'yli MFY
11020027	Navobod MFY	Navobod MFY	Navobod MFY
11020036	Xo'jaqo'rg'on MFY	Xo'jaqo'rg'on MFY	Xo'jaqo'rg'on MFY
11020039	Yangihayot MFY	Yangihayot MFY	Yangihayot MFY
11020003	Baxmal MFY	Baxmal MFY	Baxmal MFY
11030041	Sijjak MFY	Sijjak MFY	Sijjak MFY
11030052	Fazogir MFY	Fazogir MFY	Fazogir MFY
11030004	Bogʻchaovul MFY	Bogʻchaovul MFY	Bogʻchaovul MFY
11030034	Navobod MFY	Navobod MFY	Navobod MFY
11030030	Ko'kto'nliota MFY	Ko'kto'nliota MFY	Ko'kto'nliota MFY
11030026	Qizilsuv MFY	Qizilsuv MFY	Qizilsuv MFY
11030042	Sariqanli MFY	Sariqanli MFY	Sariqanli MFY
11030044	Sobir Rahimov MFY	Sobir Rahimov MFY	Sobir Rahimov MFY
11030048	Tolebiy MFY	Tolebiy MFY	Tolebiy MFY
11030049	Ugam MFY	Ugam MFY	Ugam MFY
11030010	Boyterak MFY	Boyterak MFY	Boyterak MFY
11030017	Gulobod MFY	Gulobod MFY	Gulobod MFY
11030002	Qoramanas MFY	Qoramanas MFY	Qoramanas MFY
11030028	Qoraboy MFY	Qoraboy MFY	Qoraboy MFY
11030055	Xoʻjaobod MFY	Xoʻjaobod MFY	Xoʻjaobod MFY
11030031	Qoʻshqoʻrgʻon MFY	Qoʻshqoʻrgʻon MFY	Qoʻshqoʻrgʻon MFY
11030001	Aydarali MFY	Aydarali MFY	Aydarali MFY
11030051	Uyenkulsay MFY	Uyenkulsay MFY	Uyenkulsay MFY
11030009	Muslim Baymurzayev MFY	Muslim Baymurzayev MFY	Muslim Baymurzayev MFY
11030035	Navroʻz MFY	Navroʻz MFY	Navroʻz MFY
11030007	Birlik MFY	Birlik MFY	Birlik MFY
11030027	Kichiksoy MFY	Kichiksoy MFY	Kichiksoy MFY
11030056	Chimboyliq MFY	Chimboyliq MFY	Chimboyliq MFY
11030036	Namuna MFY	Namuna MFY	Namuna MFY
11030015	Gʻazalkent MFY	Gʻazalkent MFY	Gʻazalkent MFY
11030053	Xoʻjakent MFY	Xoʻjakent MFY	Xoʻjakent MFY
11030029	Qoronqul MFY	Qoronqul MFY	Qoronqul MFY
11030054	Xumson MFY	Xumson MFY	Xumson MFY
11030058	Chinor MFY	Chinor MFY	Chinor MFY
11030024	Qapal MFY	Qapal MFY	Qapal MFY
11030032	Markaziy MFY	Markaziy MFY	Markaziy MFY
11030014	Boʻston MFY	Boʻston MFY	Boʻston MFY
11030038	Obod MFY	Obod MFY	Obod MFY
11030046	Talpin MFY	Talpin MFY	Talpin MFY
11030039	Pargos MFY	Pargos MFY	Pargos MFY
11030021	Yoshlik MFY	Yoshlik MFY	Yoshlik MFY
11030047	Tovoqsoy MFY	Tovoqsoy MFY	Tovoqsoy MFY
11030022	Iskandar MFY	Iskandar MFY	Iskandar MFY
11030005	Barraj MFY	Barraj MFY	Barraj MFY
11030025	Qoramozor MFY	Qoramozor MFY	Qoramozor MFY
11030003	Achchisoy MFY	Achchisoy MFY	Achchisoy MFY
11030018	Dahana MFY	Dahana MFY	Dahana MFY
11030019	Dumaloq MFY	Dumaloq MFY	Dumaloq MFY
11030043	Sidqiy Xondayliqiy MFY	Sidqiy Xondayliqiy MFY	Sidqiy Xondayliqiy MFY
11030057	Chimgan MFY	Chimgan MFY	Chimgan MFY
11030013	Burchmullo MFY	Burchmullo MFY	Burchmullo MFY
11030059	Yakkatut MFY	Yakkatut MFY	Yakkatut MFY
11030060	Yangiqoʻrgʻon MFY	Yangiqoʻrgʻon MFY	Yangiqoʻrgʻon MFY
11030008	Bogʻiston MFY	Bogʻiston MFY	Bogʻiston MFY
11030011	Boladala MFY	Boladala MFY	Boladala MFY
11030012	Bunyodkor MFY	Bunyodkor MFY	Bunyodkor MFY
11030050	Uzun MFY	Uzun MFY	Uzun MFY
11030045	Dadaboyev MFY	Dadaboyev MFY	Dadaboyev MFY
11030020	Doʻstlik MFY	Doʻstlik MFY	Doʻstlik MFY
11030006	Beshtut MFY	Beshtut MFY	Beshtut MFY
11030033	Maʼrifat MFY	Maʼrifat MFY	Maʼrifat MFY
11030037	Nanay MFY	Nanay MFY	Nanay MFY
11030023	Istiqlol MFY	Istiqlol MFY	Istiqlol MFY
11030040	Piskom MFY	Piskom MFY	Piskom MFY
11130012	Do'stlik MFY	Do'stlik MFY	Do'stlik MFY
11130004	Ahillik MFY	Ahillik MFY	Ahillik MFY
11130013	Yovvosh MFY	Yovvosh MFY	Yovvosh MFY
11130052	Yangimahalla MFY	Yangimahalla MFY	Yangimahalla MFY
11130054	Yangihayot MFY	Yangihayot MFY	Yangihayot MFY
11130055	Yaxshiniyat MFY	Yaxshiniyat MFY	Yaxshiniyat MFY
11130030	Oydin MFY	Oydin MFY	Oydin MFY
11130020	Kattatepalik MFY	Kattatepalik MFY	Kattatepalik MFY
11130010	Gulzorobod MFY	Gulzorobod MFY	Gulzorobod MFY
11130018	Yoʻltushgan MFY	Yoʻltushgan MFY	Yoʻltushgan MFY
11130014	Yollama MFY	Yollama MFY	Yollama MFY
11130031	Ochamayli MFY	Ochamayli MFY	Ochamayli MFY
11130048	Chinmaschit MFY	Chinmaschit MFY	Chinmaschit MFY
11130040	Tillatopgan MFY	Tillatopgan MFY	Tillatopgan MFY
11130021	Qir MFY	Qir MFY	Qir MFY
11130001	Alisher Navoiy MFY	Alisher Navoiy MFY	Alisher Navoiy MFY
11130047	Xoʻja MFY	Xoʻja MFY	Xoʻja MFY
11130011	Dehqonobod MFY	Dehqonobod MFY	Dehqonobod MFY
11130036	Sohibkor MFY	Sohibkor MFY	Sohibkor MFY
11130017	Istiqlol MFY	Istiqlol MFY	Istiqlol MFY
11130044	Usmon Nosir MFY	Usmon Nosir MFY	Usmon Nosir MFY
11130027	Navroʻz MFY	Navroʻz MFY	Navroʻz MFY
11130002	Amir Temur MFY	Amir Temur MFY	Amir Temur MFY
11130039	Tillaobod MFY	Tillaobod MFY	Tillaobod MFY
11130041	Tinchlik MFY	Tinchlik MFY	Tinchlik MFY
11130008	Bunyodkor MFY	Bunyodkor MFY	Bunyodkor MFY
11130005	Beshkapa MFY	Beshkapa MFY	Beshkapa MFY
11130053	Yangiobod MFY	Yangiobod MFY	Yangiobod MFY
11130024	Madaniyat MFY	Madaniyat MFY	Madaniyat MFY
11130034	Samarqand MFY	Samarqand MFY	Samarqand MFY
11130042	Tong Yulduzi MFY	Tong Yulduzi MFY	Tong Yulduzi MFY
11130009	Gʻayrat MFY	Gʻayrat MFY	Gʻayrat MFY
11130043	Ulugʻvor MFY	Ulugʻvor MFY	Ulugʻvor MFY
11130016	Islomobod MFY	Islomobod MFY	Islomobod MFY
11130023	Koʻtarma MFY	Koʻtarma MFY	Koʻtarma MFY
11130051	Eshonobod MFY	Eshonobod MFY	Eshonobod MFY
11130019	Kanalobod MFY	Kanalobod MFY	Kanalobod MFY
11130032	Paxtaobod MFY	Paxtaobod MFY	Paxtaobod MFY
11130015	Yoshlik MFY	Yoshlik MFY	Yoshlik MFY
11130025	Markaziy MFY	Markaziy MFY	Markaziy MFY
11130028	Nafis MFY	Nafis MFY	Nafis MFY
11130026	Mevazor MFY	Mevazor MFY	Mevazor MFY
11130007	Bogʻbon MFY	Bogʻbon MFY	Bogʻbon MFY
11130033	Rasulobod MFY	Rasulobod MFY	Rasulobod MFY
11130006	Birlik MFY	Birlik MFY	Birlik MFY
11130049	Chorvador MFY	Chorvador MFY	Chorvador MFY
11130046	Humo MFY	Humo MFY	Humo MFY
11130038	Sutchilar MFY	Sutchilar MFY	Sutchilar MFY
11130037	Sutbuloq MFY	Sutbuloq MFY	Sutbuloq MFY
11130022	Qozi MFY	Qozi MFY	Qozi MFY
11130035	Sarbozor MFY	Sarbozor MFY	Sarbozor MFY
11130003	Afgʻon MFY	Afgʻon MFY	Afgʻon MFY
11130050	Ehtirom MFY	Ehtirom MFY	Ehtirom MFY
11130029	Obihayot MFY	Obihayot MFY	Obihayot MFY
11130045	Hamza MFY	Hamza MFY	Hamza MFY
16120091	Sherbuloq MFY	Sherbuloq MFY	Sherbuloq MFY
11200004	Bahor MFY	Bahor MFY	Bahor MFY
11200022	Quyosh MFY	Quyosh MFY	Quyosh MFY
11200027	Mirzo G'olib MFY	Mirzo G'olib MFY	Mirzo G'olib MFY
11200040	Humo MFY	Humo MFY	Humo MFY
11200001	A.Temur MFY	A.Temur MFY	A.Temur MFY
11200035	Mirzo Ulugbek MFY	Mirzo Ulugbek MFY	Mirzo Ulugbek MFY
11200037	Haydar Maqsudov MFY	Haydar Maqsudov MFY	Haydar Maqsudov MFY
11200011	Guliston MFY	Guliston MFY	Guliston MFY
11200036	Umid MFY	Umid MFY	Umid MFY
11200010	Gulzor MFY	Gulzor MFY	Gulzor MFY
11200007	Bobur MFY	Bobur MFY	Bobur MFY
11200015	Istiqlol MFY	Istiqlol MFY	Istiqlol MFY
11200017	Ishonch MFY	Ishonch MFY	Ishonch MFY
11200028	Muruvvat MFY	Muruvvat MFY	Muruvvat MFY
11200041	Chinor MFY	Chinor MFY	Chinor MFY
11200032	Semurgʻ MFY	Semurgʻ MFY	Semurgʻ MFY
11200002	Adolat MFY	Adolat MFY	Adolat MFY
11200029	Navbahor MFY	Navbahor MFY	Navbahor MFY
11200031	Nur MFY	Nur MFY	Nur MFY
11200044	Shodlik MFY	Shodlik MFY	Shodlik MFY
11200021	Kimyogar MFY	Kimyogar MFY	Kimyogar MFY
11200013	Yoshlik MFY	Yoshlik MFY	Yoshlik MFY
11200026	Mir Alisher MFY	Mir Alisher MFY	Mir Alisher MFY
11200024	Madaniyat MFY	Madaniyat MFY	Madaniyat MFY
11200006	Birlik MFY	Birlik MFY	Birlik MFY
11200045	Yulduz MFY	Yulduz MFY	Yulduz MFY
11200023	Lola MFY	Lola MFY	Lola MFY
11200016	Iftixor MFY	Iftixor MFY	Iftixor MFY
11200030	Navroʻz MFY	Navroʻz MFY	Navroʻz MFY
11200012	Doʻstlik MFY	Doʻstlik MFY	Doʻstlik MFY
11200020	Kamolot MFY	Kamolot MFY	Kamolot MFY
11200019	Kamalak MFY	Kamalak MFY	Kamalak MFY
11200033	Tinchlik MFY	Tinchlik MFY	Tinchlik MFY
11200018	Kabutar MFY	Kabutar MFY	Kabutar MFY
11200034	Turon MFY	Turon MFY	Turon MFY
11200025	Maʼrifat MFY	Maʼrifat MFY	Maʼrifat MFY
11200014	Iqbol MFY	Iqbol MFY	Iqbol MFY
11200008	Vohid Haydarov MFY	Vohid Haydarov MFY	Vohid Haydarov MFY
11200039	Hamza MFY	Hamza MFY	Hamza MFY
11200038	Hayot guli MFY	Hayot guli MFY	Hayot guli MFY
11200043	Sharq MFY	Sharq MFY	Sharq MFY
11200009	Gʻalaba MFY	Gʻalaba MFY	Gʻalaba MFY
11200005	Baxt MFY	Baxt MFY	Baxt MFY
11200003	Ahmad Yassaviy MFY	Ahmad Yassaviy MFY	Ahmad Yassaviy MFY
11210017	To'ytepa MFY	To'ytepa MFY	To'ytepa MFY
11210003	Degantepa MFY	Degantepa MFY	Degantepa MFY
11210007	Maʼrifat MFY	Maʼrifat MFY	Maʼrifat MFY
11210005	Yoshlik MFY	Yoshlik MFY	Yoshlik MFY
11210011	Nurafshon MFY	Nurafshon MFY	Nurafshon MFY
11210006	Qumariq MFY	Qumariq MFY	Qumariq MFY
11210009	Navroʻz MFY	Navroʻz MFY	Navroʻz MFY
11210008	Muqumiy MFY	Muqumiy MFY	Muqumiy MFY
11210001	Birlik MFY	Birlik MFY	Birlik MFY
11210020	Chigʻiriq MFY	Chigʻiriq MFY	Chigʻiriq MFY
11210004	Dehqonobod MFY	Dehqonobod MFY	Dehqonobod MFY
11210013	Obodturmush MFY	Obodturmush MFY	Obodturmush MFY
11210023	Yangiobod MFY	Yangiobod MFY	Yangiobod MFY
11210019	Xurriyat MFY	Xurriyat MFY	Xurriyat MFY
11210015	Oppoq MFY	Oppoq MFY	Oppoq MFY
11210018	Uchqun MFY	Uchqun MFY	Uchqun MFY
11210002	Bobur MFY	Bobur MFY	Bobur MFY
11210012	Obod MFY	Obod MFY	Obod MFY
11210014	Oybek MFY	Oybek MFY	Oybek MFY
11210021	Evalak MFY	Evalak MFY	Evalak MFY
11210016	Taraqqiyot MFY	Taraqqiyot MFY	Taraqqiyot MFY
11210022	Yuksalish MFY	Yuksalish MFY	Yuksalish MFY
11190031	Bunyodkor MFY	Bunyodkor MFY	Bunyodkor MFY
11190025	Yo'ldosh Oxunboboyev MFY	Yo'ldosh Oxunboboyev MFY	Yo'ldosh Oxunboboyev MFY
11190001	Adolat MFY	Adolat MFY	Adolat MFY
11190003	Baxt MFY	Baxt MFY	Baxt MFY
11190014	Yoshlik MFY	Yoshlik MFY	Yoshlik MFY
11190023	Noʻgʻoyqoʻrgʻon MFY	Noʻgʻoyqoʻrgʻon MFY	Noʻgʻoyqoʻrgʻon MFY
11190006	Boʻston MFY	Boʻston MFY	Boʻston MFY
11190009	Vatan MFY	Vatan MFY	Vatan MFY
11190011	Guliston MFY	Guliston MFY	Guliston MFY
11190018	Mustaqillik MFY	Mustaqillik MFY	Mustaqillik MFY
11190022	Namuna MFY	Namuna MFY	Namuna MFY
11190028	Xonobod MFY	Xonobod MFY	Xonobod MFY
11190012	Doʻstlik MFY	Doʻstlik MFY	Doʻstlik MFY
11190015	Iloq MFY	Iloq MFY	Iloq MFY
11190024	Orzu MFY	Orzu MFY	Orzu MFY
11190026	Umid MFY	Umid MFY	Umid MFY
11190029	Shodlik MFY	Shodlik MFY	Shodlik MFY
11190030	Yangilik MFY	Yangilik MFY	Yangilik MFY
11190005	Birlik MFY	Birlik MFY	Birlik MFY
11190017	Qoʻrgʻon MFY	Qoʻrgʻon MFY	Qoʻrgʻon MFY
11190020	Navbahor MFY	Navbahor MFY	Navbahor MFY
11190032	Yangiobod MFY	Yangiobod MFY	Yangiobod MFY
11080035	Sartamgʻali MFY	Sartamgʻali MFY	Sartamgʻali MFY
11080029	Yangihayot MFY	Yangihayot MFY	Yangihayot MFY
11080030	Yangiobod MFY	Yangiobod MFY	Yangiobod MFY
11080033	Qoraxitoy MFY	Qoraxitoy MFY	Qoraxitoy MFY
11080002	Gʻallaquduq MFY	Gʻallaquduq MFY	Gʻallaquduq MFY
11080003	Gulobod MFY	Gulobod MFY	Gulobod MFY
11080026	Shodmalik MFY	Shodmalik MFY	Shodmalik MFY
11080012	Oybuloq MFY	Oybuloq MFY	Oybuloq MFY
11080027	Eyvalek MFY	Eyvalek MFY	Eyvalek MFY
11080032	Ozodlik MFY	Ozodlik MFY	Ozodlik MFY
11080019	Ubayd MFY	Ubayd MFY	Ubayd MFY
